sector,years_in_operation,num_employees,loan_amount_kes,loan_term_months,interest_rate_pct,mpesa_avg_monthly_inflow,mpesa_avg_monthly_outflow,mpesa_txn_count_monthly,mpesa_savings_ratio,electricity_payment_delays,electricity_bill_avg,water_bill_avg,social_media_active,online_ads_spend_kes,avg_monthly_data_spend,avg_monthly_airtime_spend,pos_monthly_sales,pos_txn_volume,loan_default,dataset_source
Agribusiness,9.3,1,171194,24,21.33,181272,158016,283,0.1283,7,4631,1723,1,2126,2976,1804,67962,258,0,Kenya_SME
Services,2.5,11,144346,36,16.35,218177,68887,212,0.6843,0,15894,776,1,5178,4512,1880,646655,3435,0,Kenya_SME
Construction,2.9,1,567007,12,17.77,47757,39216,127,0.1788,4,34997,673,1,309,2066,749,68179,330,0,Kenya_SME
Retail,3.1,9,282956,36,14.75,80487,47063,328,0.4153,1,11289,4241,1,51795,2344,874,20095,27,0,Kenya_SME
Hospitality,1.6,2,74155,12,18.18,257826,209002,506,0.1894,3,34708,1645,1,12578,679,1378,148985,240,0,Kenya_SME
Transport,15.4,2,411337,18,15.19,63731,33542,339,0.4737,2,3644,747,1,1293,2705,2057,22601,39,0,Kenya_SME
Services,9.7,4,1671857,12,20.58,42088,12854,839,0.6946,1,3252,960,1,9061,1315,1437,128236,183,0,Kenya_SME
Construction,4.6,3,458008,12,19.08,64277,57846,2117,0.1,7,5206,2285,1,13746,2217,430,25952,75,0,Kenya_SME
Retail,3.1,13,246912,36,26.34,22240,8686,177,0.6094,6,3278,2017,0,0,3926,513,41529,162,1,Kenya_SME
Hospitality,0.9,7,2098500,12,18.55,27220,8739,152,0.6789,5,4980,4668,0,0,5073,1718,196048,680,1,Kenya_SME
Retail,1.5,13,947570,18,19.73,305339,261687,224,0.143,1,2337,1360,1,13750,2584,1410,68566,131,0,Kenya_SME
Manufacturing,28.4,6,728341,36,12.31,29065,19450,370,0.3308,1,5602,316,0,0,2750,1950,337128,867,0,Kenya_SME
Retail,5.8,3,274957,18,15.59,245900,166823,303,0.3216,4,670,2282,1,6430,1792,733,42792,99,0,Kenya_SME
Services,3.6,3,122921,6,17.37,17384,8394,337,0.5171,6,4902,3386,0,0,836,701,329055,977,0,Kenya_SME
Retail,4.8,1,1897038,36,22.35,85073,56519,186,0.3356,3,2659,1601,0,0,2418,1059,209694,240,0,Kenya_SME
Agribusiness,22.6,21,383906,18,18.22,131195,87846,224,0.3304,3,962,2339,0,0,1055,1311,93538,194,1,Kenya_SME
Retail,1,3,582492,6,24,48421,44199,357,0.0872,2,6229,1058,1,3038,698,1314,214430,254,1,Kenya_SME
Agribusiness,8.4,1,992706,12,26.52,22418,20090,209,0.1038,4,9176,822,0,0,2333,991,20694,44,1,Kenya_SME
Retail,3.9,2,190071,24,12.15,110154,46540,817,0.5775,1,3776,674,0,0,2108,1880,41251,132,0,Kenya_SME
Transport,4.7,1,72417,36,17.77,95671,41542,259,0.5658,3,4623,2374,1,20203,2330,1708,160113,211,1,Kenya_SME
Wholesale,3.4,2,1048052,12,15.44,176907,154144,70,0.1287,0,5762,1290,0,0,3694,1117,280459,1118,0,Kenya_SME
Wholesale,1.3,7,273740,12,13.34,80190,22578,407,0.7184,0,8722,1395,1,1965,1065,781,430551,1198,0,Kenya_SME
Wholesale,2,1,594773,48,15.47,40825,30507,886,0.2527,3,15859,1110,0,0,3185,1844,27822,124,0,Kenya_SME
Retail,0.7,13,115564,6,15.66,487047,343185,487,0.2954,0,2456,3570,1,29984,832,2169,247172,323,0,Kenya_SME
Agribusiness,0.5,2,138026,24,16.55,78596,22960,411,0.7079,1,17117,1786,0,0,1007,1036,423280,591,0,Kenya_SME
Transport,18.1,3,119120,18,18.67,65910,41352,122,0.3726,1,1317,1333,0,0,3375,696,94041,334,1,Kenya_SME
Services,0.5,3,204061,6,25.72,55990,44612,181,0.2032,3,10841,746,0,0,1849,1377,50443,77,0,Kenya_SME
Wholesale,0.5,1,906021,12,20.86,74549,54233,785,0.2725,2,3782,932,0,0,2904,424,216109,456,0,Kenya_SME
Retail,6.1,6,734981,18,24.48,33153,22999,47,0.3063,10,9057,4578,0,0,967,556,28439,15,1,Kenya_SME
Manufacturing,13.4,1,660904,18,10.79,110644,44654,355,0.5964,5,5652,814,1,2030,513,924,39818,188,1,Kenya_SME
Manufacturing,0.5,15,680751,6,20.05,74246,48651,472,0.3447,2,6026,1530,0,0,1717,1015,242068,474,0,Kenya_SME
Transport,0.7,1,245895,18,7.86,18625,17109,250,0.0814,7,5129,3143,1,4355,1848,988,77440,251,1,Kenya_SME
Construction,5.1,3,116034,18,21.68,112818,78965,313,0.3001,3,6253,1456,0,0,814,368,164947,512,1,Kenya_SME
Services,1.3,1,356520,36,21.75,112114,100644,183,0.1023,2,2492,425,0,0,480,628,60705,95,1,Kenya_SME
Transport,0.6,11,398862,12,18.32,300057,88708,547,0.7044,0,2006,817,1,1472,1640,769,55052,172,0,Kenya_SME
Wholesale,18.3,1,1664619,12,22.61,10576,5626,193,0.468,1,10180,774,1,4966,1082,860,102145,77,1,Kenya_SME
Hospitality,4.1,13,315234,12,19.45,83808,73153,186,0.1271,6,3022,1227,0,0,1263,764,64384,300,0,Kenya_SME
ICT,6.7,27,233055,24,13.46,129607,76265,194,0.4116,4,3391,1640,0,0,1983,1210,53004,122,0,Kenya_SME
Agribusiness,1.3,1,958206,12,16.08,64186,53386,181,0.1683,4,2104,6552,1,6927,2165,922,125402,88,1,Kenya_SME
Agribusiness,4.6,1,49507,48,19.61,18969,8553,447,0.5491,4,500,413,0,0,3351,1385,111620,326,1,Kenya_SME
Construction,20.1,2,832144,6,15.94,26309,19097,289,0.2741,4,3459,4239,1,4340,966,1435,53264,161,1,Kenya_SME
Wholesale,2.9,4,965729,24,15.96,82452,68684,137,0.167,3,6700,1129,0,0,3774,1143,566241,2447,0,Kenya_SME
Manufacturing,0.9,3,2009919,18,10.53,92464,65759,808,0.2888,1,12264,509,1,2516,4065,1485,96427,176,0,Kenya_SME
Transport,4.1,3,356328,6,7.05,327556,228428,121,0.3026,2,6806,1248,0,0,1665,2016,104565,171,0,Kenya_SME
Agribusiness,2.4,7,1025613,24,16.18,18567,3713,396,0.8,4,6390,1212,1,2932,742,1977,137949,175,1,Kenya_SME
ICT,1.7,5,99258,18,14.77,89602,59244,160,0.3388,1,1992,3555,1,2710,3444,1332,131869,361,0,Kenya_SME
Services,7.5,1,103594,12,19.41,19558,17589,191,0.1007,2,10110,708,1,21163,1950,1544,301710,1707,0,Kenya_SME
Hospitality,3.4,2,2181068,12,15.67,23666,17962,333,0.241,2,11364,1312,1,3981,3289,829,37856,61,1,Kenya_SME
Wholesale,0.5,13,341295,36,13.95,29401,21072,78,0.2833,4,4235,1979,1,8439,813,682,95708,162,0,Kenya_SME
Agribusiness,1.3,4,1707593,24,16.6,23057,12112,233,0.4747,1,15744,3250,0,0,3118,536,141229,296,0,Kenya_SME
Informal,0.5,3,226670,24,21.24,62548,35907,143,0.4259,5,1481,2612,1,4321,1249,2075,30034,111,1,Kenya_SME
Manufacturing,3.9,1,220391,36,22.21,18255,15150,137,0.1701,4,2526,6071,0,0,1904,389,140338,147,0,Kenya_SME
Transport,2.1,8,248345,36,15.43,45814,22624,500,0.5062,1,4434,1536,1,3919,961,1258,69817,130,0,Kenya_SME
Agribusiness,1.3,4,453618,12,16.34,129360,92701,795,0.2834,1,2237,915,1,5005,4655,1045,478973,1208,0,Kenya_SME
Manufacturing,0.5,3,239474,24,19.77,28358,21305,118,0.2487,3,7981,3312,0,0,560,983,35497,61,1,Kenya_SME
Transport,9.5,9,348165,36,19.24,55450,45684,124,0.1761,2,8765,879,0,0,4594,2426,580850,2307,0,Kenya_SME
Transport,3.7,1,627489,18,16.3,35002,30052,261,0.1414,6,24775,898,0,0,3246,1934,376324,888,1,Kenya_SME
Construction,7.6,12,1870758,36,27.51,122181,100447,576,0.1779,0,4033,2387,1,2672,2534,3179,200969,325,0,Kenya_SME
ICT,3.4,5,240495,18,20.77,105457,88870,145,0.1573,2,2492,372,0,0,1694,994,179301,626,0,Kenya_SME
Agribusiness,7.7,13,1952631,6,15.27,175305,103929,446,0.4072,0,19582,3573,1,2725,3228,1401,246131,324,0,Kenya_SME
Hospitality,6.5,3,258941,18,11.26,160216,115119,315,0.2815,10,6854,3529,1,328,5093,2280,41432,144,0,Kenya_SME
Construction,10.9,13,441105,24,17.82,133491,54800,122,0.5895,2,6617,1562,1,928,2519,2122,79334,83,0,Kenya_SME
Construction,7.2,1,446332,18,20.58,320358,215046,580,0.3287,2,4437,7305,1,5122,3192,1498,291191,971,0,Kenya_SME
Hospitality,1.2,1,1064875,12,13.83,86110,53874,126,0.3744,3,3788,2296,1,3454,1410,1020,86266,218,0,Kenya_SME
Transport,4.2,1,147482,36,17.35,108891,66030,111,0.3936,2,4226,5860,0,0,537,1652,94727,315,0,Kenya_SME
ICT,7.6,2,203649,12,26.71,21972,15021,169,0.3163,4,7477,2586,0,0,1890,2070,115793,338,1,Kenya_SME
Wholesale,7.9,10,609533,12,21.84,26832,5366,187,0.8,4,5569,1636,1,7310,1159,1525,51650,66,0,Kenya_SME
Agribusiness,0.5,1,640628,36,16.37,70577,43037,261,0.3902,2,8974,4487,1,19930,1079,963,158737,166,0,Kenya_SME
ICT,8,8,1460963,18,19.88,15075,13702,201,0.091,2,7717,2265,1,4738,1362,352,61952,81,1,Kenya_SME
Agribusiness,2.4,3,705110,24,16.88,64116,22918,354,0.6425,4,1518,460,0,0,1225,1703,18027,39,0,Kenya_SME
Manufacturing,7.6,1,910983,60,15.07,50429,28547,62,0.4339,4,11390,2988,1,1481,1982,1168,39111,154,0,Kenya_SME
Manufacturing,13.6,18,104810,12,20.04,11443,9034,44,0.2105,10,4341,1931,0,0,1898,405,67287,207,1,Kenya_SME
Retail,9.8,1,1338102,24,23.11,139698,53489,352,0.6171,1,7347,2994,0,0,2586,2061,511392,2163,0,Kenya_SME
ICT,7.7,9,1735732,12,18.26,186046,161853,518,0.13,1,2125,2342,1,2189,1519,1390,105541,292,0,Kenya_SME
Services,14,13,107571,36,14.75,9742,8817,163,0.095,3,500,3034,1,864,1208,850,43117,118,0,Kenya_SME
Services,4.7,1,557662,48,24.52,216224,178230,507,0.1757,3,2223,2504,1,6805,945,918,61989,63,0,Kenya_SME
Services,2.6,1,120311,18,13.43,38954,22894,88,0.4123,4,4412,2718,0,0,856,854,62480,65,0,Kenya_SME
Transport,1.2,13,256530,36,17.67,19975,10814,72,0.4586,5,1327,2673,0,0,4353,1237,25321,53,0,Kenya_SME
Retail,3.5,4,197503,36,14.42,34167,30311,208,0.1129,3,1328,2104,1,10206,1598,1475,466606,3242,0,Kenya_SME
Services,0.6,7,1253427,60,16.82,39285,13332,208,0.6606,2,4259,1818,1,2328,2046,813,178275,570,0,Kenya_SME
Agribusiness,1.7,4,222315,24,15.44,30750,15606,213,0.4925,3,6839,565,0,0,1134,865,115298,171,0,Kenya_SME
Informal,0.5,8,1805672,60,18.26,150948,137285,455,0.0905,3,1492,3994,1,763,1062,1136,415408,775,0,Kenya_SME
Retail,5.4,1,315237,6,10.56,33676,31435,285,0.0665,5,3254,3342,1,544,1573,3050,105363,196,0,Kenya_SME
Construction,12.4,7,603799,24,26.8,10840,5538,270,0.4891,2,5400,1498,0,0,947,449,181522,703,0,Kenya_SME
Retail,8.4,4,2953808,18,16.37,101816,27682,308,0.7281,0,825,1126,1,2559,1919,1333,281236,528,0,Kenya_SME
Retail,0.5,3,290887,60,13.23,28371,26421,102,0.0687,5,4884,1213,1,2484,1145,712,37081,192,0,Kenya_SME
Hospitality,10.3,2,2076250,12,7.21,124977,30922,1521,0.7526,0,16902,3174,1,1771,9480,2188,859894,1917,0,Kenya_SME
Wholesale,1.3,1,238916,12,20.27,52742,37911,240,0.2812,5,54938,1036,1,3745,1024,1040,33473,116,0,Kenya_SME
Agribusiness,4.8,3,244294,36,12.25,24480,17671,432,0.2781,1,6106,4435,1,9654,2527,839,50723,42,0,Kenya_SME
Wholesale,1.3,12,214919,36,26.05,284123,208749,357,0.2653,1,1916,1071,0,0,773,429,223086,905,0,Kenya_SME
Retail,0.5,4,1495176,12,23.01,46636,42939,145,0.0793,4,10711,1748,0,0,466,1073,61046,242,0,Kenya_SME
Retail,6,2,454778,36,14.36,130994,123999,469,0.0534,0,5255,2618,1,240,3544,1374,315834,753,0,Kenya_SME
Retail,6.8,3,458248,36,15.27,59180,19767,215,0.666,3,15292,1290,1,1252,1958,1168,67379,68,0,Kenya_SME
Agribusiness,8.5,3,369761,12,12.1,153711,93738,137,0.3902,4,4831,1786,1,36167,951,1216,56587,247,0,Kenya_SME
Retail,3.5,2,1281672,60,16.47,78420,38383,964,0.5105,3,9519,264,0,0,2129,1452,199235,1272,0,Kenya_SME
Manufacturing,2,5,821761,24,21.38,39694,23881,45,0.3983,2,2181,1332,0,0,1736,896,34563,107,1,Kenya_SME
Hospitality,4.4,1,462968,48,18.86,56159,35849,345,0.3616,5,22405,4027,1,3528,2208,2711,35708,54,0,Kenya_SME
Manufacturing,0.5,2,1072180,18,15.51,69693,22389,233,0.6787,0,3257,1405,1,4129,1565,1240,68956,185,0,Kenya_SME
Manufacturing,4.1,1,259643,36,22.51,138260,89306,167,0.3541,3,2472,4881,1,5138,2622,688,87174,137,0,Kenya_SME
Retail,2.7,2,270801,36,19.18,131482,35139,204,0.7327,3,5196,4098,1,666,2773,864,98971,463,0,Kenya_SME
Informal,6.1,16,1344708,12,14.39,84354,26943,415,0.6806,9,6514,1507,1,7750,1985,857,180268,409,0,Kenya_SME
Retail,6.3,2,293393,36,17.66,48471,45204,358,0.0674,4,10894,5735,0,0,1762,1015,291285,536,0,Kenya_SME
Agribusiness,5.1,3,618810,12,20.64,89987,36431,591,0.5951,1,3801,1835,1,964,1605,1528,73465,122,0,Kenya_SME
Construction,1.9,8,135269,18,15.36,72560,57815,172,0.2032,0,3331,1510,0,0,2146,1352,53477,209,0,Kenya_SME
Manufacturing,5.8,10,393589,12,17.66,27901,5580,81,0.8,2,12200,1197,0,0,1069,1743,33262,392,0,Kenya_SME
Agribusiness,11.5,2,444670,12,28.65,16636,11498,484,0.3088,8,5315,1515,0,0,2682,623,448449,804,1,Kenya_SME
Transport,5.7,13,2209164,36,16.21,153621,58991,428,0.616,1,5036,3099,1,11423,1380,2285,149457,344,0,Kenya_SME
Retail,4.3,1,1266441,24,19.74,112996,107115,234,0.052,8,1844,4180,1,1666,1710,1290,8467,16,0,Kenya_SME
Agribusiness,1.4,7,243706,60,14.96,95996,42962,463,0.5525,1,1214,1642,0,0,1809,1704,79353,553,0,Kenya_SME
Wholesale,3.8,4,660313,36,9.82,49644,39434,201,0.2057,1,15465,775,1,478,4658,1151,336285,1296,0,Kenya_SME
Informal,1.2,6,341340,6,24.52,77667,53396,196,0.3125,6,4804,1520,1,863,1513,1121,159033,242,0,Kenya_SME
Informal,7.1,6,183237,24,17.16,67940,49838,59,0.2664,5,5319,2378,0,0,4527,636,48519,168,0,Kenya_SME
Wholesale,3,3,410821,36,15.63,30395,17645,188,0.4195,2,4283,3848,1,12815,2496,1542,138255,383,0,Kenya_SME
Manufacturing,11.5,7,2602260,12,9.57,189602,108250,326,0.4291,0,10038,727,1,5637,3831,1057,104989,261,0,Kenya_SME
Services,0.8,7,294151,12,19.07,406613,221292,210,0.4558,2,7499,1051,1,725,993,1479,40775,125,0,Kenya_SME
Construction,3.2,1,407976,12,20.54,158194,136309,162,0.1383,2,2159,954,1,30386,2457,764,71072,164,0,Kenya_SME
Wholesale,12.6,2,340629,12,22.31,74134,46383,171,0.3743,3,2077,853,0,0,4246,694,92481,429,0,Kenya_SME
Retail,4.4,9,257459,12,18.85,89104,17821,37,0.8,3,3927,1227,0,0,2231,2173,102848,344,1,Kenya_SME
Informal,0.8,1,111240,36,15.92,64247,59255,207,0.0777,2,2294,983,0,0,1530,1807,74769,130,0,Kenya_SME
Hospitality,0.9,1,513242,24,19.68,21979,7700,208,0.6497,8,10142,4735,1,2083,976,1635,122269,526,0,Kenya_SME
Agribusiness,2,16,610065,6,16.67,103079,53770,515,0.4784,1,13245,2731,1,16144,3621,478,149994,234,0,Kenya_SME
Wholesale,2.1,3,154118,36,16.75,171025,114404,545,0.3311,2,6845,2397,0,0,1450,1665,271393,690,0,Kenya_SME
Hospitality,7.9,5,558989,36,18.34,141815,45880,138,0.6765,0,7872,3165,1,4066,761,1467,259398,1330,0,Kenya_SME
Agribusiness,6.2,5,49012,24,22.77,37182,32650,210,0.1219,4,6450,1535,1,1954,1620,748,67333,107,0,Kenya_SME
Construction,0.5,5,403591,18,25.6,122965,100499,161,0.1827,1,6035,1976,0,0,1966,2116,26432,77,0,Kenya_SME
Retail,1.4,2,377945,24,16.72,32081,11653,785,0.6367,1,8543,2651,1,1299,705,1449,171455,291,0,Kenya_SME
Manufacturing,0.5,2,288536,24,25.47,32066,30807,116,0.0393,2,18328,1740,0,0,1707,1056,99720,259,0,Kenya_SME
Construction,21,29,64418,24,15.53,53957,42138,591,0.219,0,2454,936,1,5476,3401,1267,75042,147,0,Kenya_SME
Construction,1.4,1,191493,12,17.85,70394,65223,209,0.0735,3,7475,3698,0,0,5297,1279,97513,343,0,Kenya_SME
Retail,2.7,1,255381,24,21.92,34233,20335,425,0.406,0,4916,2584,0,0,1840,1862,77496,306,0,Kenya_SME
Hospitality,16.9,1,396672,6,19.34,89858,38919,224,0.5669,1,5478,874,0,0,3131,2145,63442,296,0,Kenya_SME
Transport,9.4,3,414028,36,15.55,43505,31234,478,0.282,1,3499,2407,0,0,853,2083,17765,47,1,Kenya_SME
Hospitality,9,1,143393,60,15.12,69518,51599,78,0.2578,6,3735,3031,1,3595,2251,1570,15723,34,1,Kenya_SME
Services,7,13,956889,12,9.88,71317,43342,371,0.3923,0,2318,1831,1,1291,477,1509,176671,352,0,Kenya_SME
Informal,4.4,17,582070,18,19.31,25617,7788,753,0.696,6,6228,3200,0,0,1075,1442,23848,57,0,Kenya_SME
Transport,9.5,4,1363073,24,9.63,103792,51099,141,0.5077,3,1803,293,0,0,2949,924,46282,120,0,Kenya_SME
Transport,3.9,1,452304,24,21.62,19083,13040,249,0.3166,3,6180,880,0,0,1175,483,259477,612,0,Kenya_SME
Manufacturing,1.9,22,1011427,12,20.03,82930,63235,136,0.2375,0,4338,542,0,0,1283,533,182127,428,0,Kenya_SME
Manufacturing,4,2,297690,18,17.53,82831,73749,113,0.1096,1,8848,1061,1,13563,1604,614,84651,280,0,Kenya_SME
Agribusiness,1.5,5,388520,12,22.89,545856,403427,312,0.2609,0,3814,3911,1,292,903,1465,125758,158,0,Kenya_SME
Retail,7.4,6,599474,12,11.3,207922,65481,446,0.6851,0,1497,2362,0,0,947,1025,208322,317,0,Kenya_SME
Hospitality,2.3,1,211973,6,20.59,20195,14199,613,0.2969,4,8289,1172,0,0,890,874,140843,599,0,Kenya_SME
Wholesale,0.6,3,331177,48,17.39,45964,40472,133,0.1195,2,1669,1769,0,0,858,1554,68437,179,0,Kenya_SME
Services,3.9,21,257450,12,21.77,20742,14125,108,0.319,7,4042,5545,0,0,699,1274,107469,153,0,Kenya_SME
Agribusiness,0.5,4,149908,36,22.5,48005,39446,129,0.1783,9,8655,4199,0,0,3445,806,504490,904,1,Kenya_SME
Transport,11.9,7,475605,12,20.97,240906,162262,305,0.3265,2,29487,1068,1,1775,919,1302,424861,1243,0,Kenya_SME
Manufacturing,1.3,9,217312,12,10.85,30384,25686,145,0.1546,2,5008,3112,1,4506,3104,863,238372,1252,0,Kenya_SME
ICT,1.3,6,593746,36,21.25,203294,160218,99,0.2119,2,3942,1046,1,19406,4736,1885,100155,269,0,Kenya_SME
Retail,0.5,10,1080074,24,15.53,23836,7801,172,0.6727,3,4743,2552,1,2015,3007,1203,97480,347,0,Kenya_SME
Agribusiness,6.6,7,1058079,24,7.59,79122,33771,504,0.5732,1,598,3369,1,5487,5146,666,101367,423,0,Kenya_SME
Agribusiness,4.3,3,978197,18,26.73,22646,21849,165,0.0352,4,3908,591,1,3481,5518,1000,63969,278,0,Kenya_SME
Retail,0.5,71,682410,12,13.44,26635,23152,74,0.1308,3,8106,1307,0,0,1042,1873,26243,95,1,Kenya_SME
Wholesale,9.1,2,139770,36,21.85,45793,26871,328,0.4132,3,1274,3028,0,0,620,1424,117141,131,1,Kenya_SME
Transport,4.8,3,570968,24,15.06,338250,149964,209,0.5566,0,15423,3898,1,10087,2987,1939,63049,185,0,Kenya_SME
Manufacturing,3.6,14,200530,60,24.94,13638,12352,206,0.0942,0,4140,1635,0,0,1153,497,54985,193,1,Kenya_SME
ICT,1.2,8,150572,12,22.6,17186,9549,69,0.4444,5,2445,1143,0,0,2153,1307,780709,1055,0,Kenya_SME
Construction,1.6,4,406294,6,10.85,552019,433951,699,0.2139,0,17291,2138,1,5111,1398,2411,746426,915,0,Kenya_SME
Transport,5.7,3,226506,6,15.2,82384,72863,223,0.1156,1,3500,2269,0,0,1100,2079,1014247,2426,0,Kenya_SME
Wholesale,6.8,3,106524,12,20.27,25609,15613,191,0.3903,6,9180,6456,0,0,5406,440,51340,182,0,Kenya_SME
Manufacturing,0.5,5,395579,18,17.88,39963,23572,90,0.4101,3,3041,1670,1,989,1026,972,186674,591,0,Kenya_SME
Services,11.5,3,290249,12,18.66,16705,15400,74,0.0782,7,4173,5679,0,0,1142,1230,40920,61,1,Kenya_SME
Agribusiness,1.2,2,1004956,24,17.56,32682,31155,209,0.0467,0,34647,1031,0,0,2694,1376,145073,357,0,Kenya_SME
Agribusiness,11.8,8,583939,24,14.49,71886,32063,678,0.554,3,8343,949,0,0,3600,1289,87162,314,1,Kenya_SME
Retail,9.2,5,2144655,12,19.9,167062,130847,262,0.2168,0,1906,2710,1,2489,5190,1247,684648,1074,0,Kenya_SME
Services,0.5,8,843064,6,21.02,9921,4980,79,0.498,9,5016,2314,1,9605,1870,409,46604,37,1,Kenya_SME
Agribusiness,0.5,4,265256,24,20.54,57874,22423,201,0.6125,4,5690,6068,0,0,4057,1493,36014,44,0,Kenya_SME
Services,0.5,1,68995,24,20.65,51231,12624,104,0.7536,1,6132,745,1,3390,591,1119,461042,3472,1,Kenya_SME
ICT,2.3,8,829785,60,12.52,248768,194355,796,0.2187,0,3520,1700,1,18019,1140,1779,529555,1468,0,Kenya_SME
Manufacturing,27.6,10,213109,18,24.31,65858,43294,626,0.3426,3,576,1420,1,6054,1568,1366,130170,304,0,Kenya_SME
Agribusiness,0.5,6,1137567,36,14.5,54217,34301,394,0.3673,3,9569,4621,1,5586,1379,1221,61526,161,0,Kenya_SME
Manufacturing,1,1,105330,24,14.16,18201,12751,150,0.2994,3,17137,1837,0,0,2798,844,28148,97,1,Kenya_SME
Services,10.1,4,344645,24,24.09,41742,24569,71,0.4114,3,16114,2349,0,0,1078,1235,36114,77,1,Kenya_SME
Agribusiness,18.1,2,290688,18,18.14,66765,18625,242,0.721,1,5825,1118,0,0,1071,288,104516,181,0,Kenya_SME
Wholesale,0.6,4,58313,12,18.47,40733,17411,652,0.5726,2,4265,509,1,1687,1357,1319,293252,527,1,Kenya_SME
Retail,6.5,6,137803,18,22.26,28766,20502,250,0.2873,4,8336,2020,0,0,2414,1559,238068,876,0,Kenya_SME
Services,0.7,3,1688219,12,17.77,35253,19028,477,0.4602,5,4310,1043,1,7143,4086,627,60051,147,0,Kenya_SME
Wholesale,0.5,7,664425,24,22.39,56102,38889,483,0.3068,3,825,1316,0,0,1196,820,74683,96,0,Kenya_SME
Services,3,6,37704,6,20.98,27353,11953,104,0.563,4,2436,1815,0,0,1755,2206,22524,85,0,Kenya_SME
Informal,0.8,6,778235,60,21.23,99894,87609,851,0.123,0,3042,3496,1,1446,4025,1201,60185,98,0,Kenya_SME
Retail,2.1,2,323144,48,18.01,40098,22816,331,0.431,4,3177,2015,0,0,3071,1305,68427,137,1,Kenya_SME
Manufacturing,12.3,10,126263,24,20.24,34839,6968,486,0.8,3,1096,2164,0,0,1089,1038,59330,76,0,Kenya_SME
Agribusiness,1.2,16,633498,24,13.19,52847,47369,265,0.1036,9,30957,3217,0,0,1533,2966,137380,522,0,Kenya_SME
Hospitality,11.6,4,196210,60,21.21,372731,218848,722,0.4129,3,3451,816,1,4570,1167,2981,126972,342,0,Kenya_SME
Retail,10.9,2,434651,24,12,42709,35342,139,0.1725,2,7804,4472,1,1264,454,381,275438,317,0,Kenya_SME
Services,6.4,3,471469,18,13.36,119814,39046,905,0.6741,1,1823,375,1,1878,1240,1306,95207,147,0,Kenya_SME
Manufacturing,6.1,8,3736029,24,19.34,26032,10993,198,0.5777,7,5937,2517,0,0,1739,538,49839,71,1,Kenya_SME
Construction,3,4,305596,36,20.05,97303,38041,444,0.609,2,12898,1189,0,0,329,1499,98228,290,0,Kenya_SME
Services,0.9,4,3238870,24,16.58,94155,44201,1265,0.5305,1,4310,3593,1,5496,2902,1104,739504,1900,0,Kenya_SME
Services,7.9,1,206613,12,22.85,44248,22367,234,0.4945,5,6476,2391,1,4269,453,1326,50333,65,0,Kenya_SME
Wholesale,4.4,6,590820,36,16.59,20883,9683,532,0.5363,1,2831,1068,0,0,1030,1916,58070,325,0,Kenya_SME
Transport,8.6,8,2149411,60,15.68,59601,42137,201,0.293,2,1741,2703,1,13718,1195,1180,495382,7313,0,Kenya_SME
Retail,1.3,4,74501,18,15.33,48100,47025,438,0.0224,2,5014,3286,1,602,2780,708,562120,948,1,Kenya_SME
Agribusiness,0.5,5,477033,36,16.68,43809,21668,268,0.5054,2,4205,855,0,0,824,742,46802,89,0,Kenya_SME
Agribusiness,9.7,8,1525305,36,15.68,139656,98096,353,0.2976,0,9587,2296,1,3763,1331,2419,917642,2369,0,Kenya_SME
Manufacturing,1.6,10,684045,18,15.84,138941,78167,405,0.4374,5,5999,4632,0,0,1247,997,38562,138,0,Kenya_SME
Services,3.2,2,313377,12,14.13,63938,42574,2059,0.3341,2,6729,1115,0,0,1991,693,18105,43,0,Kenya_SME
Construction,4.4,2,128464,18,21.78,113264,72794,102,0.3573,7,1671,1224,1,1884,1601,973,50489,196,0,Kenya_SME
Services,10.7,3,421298,24,21.05,33777,32595,389,0.035,2,4006,1924,1,9636,1681,757,91828,177,0,Kenya_SME
Retail,9.6,5,346213,12,14.77,43423,16462,334,0.6209,0,12935,3607,1,24514,2976,1898,426108,2112,0,Kenya_SME
Services,0.5,2,477516,18,13.93,146663,44548,175,0.6963,4,11485,3723,1,1343,1654,724,149339,940,1,Kenya_SME
Manufacturing,8.4,2,121279,24,16.61,9967,7107,239,0.2869,10,12396,1119,0,0,1488,1930,20023,93,1,Kenya_SME
Wholesale,0.5,8,272332,12,25.12,96864,19373,228,0.8,2,11028,2470,1,4240,911,2739,83865,331,0,Kenya_SME
Wholesale,0.5,1,138661,12,26.11,27599,19193,74,0.3046,3,8740,4092,1,7449,2382,656,69107,132,0,Kenya_SME
Wholesale,5.1,2,1359815,12,14.79,40699,19670,500,0.5167,4,5943,2338,1,5503,2576,789,16747,32,1,Kenya_SME
Informal,5.2,2,318833,18,17.46,20787,17862,93,0.1407,1,18642,877,1,5125,3427,978,57662,58,0,Kenya_SME
Retail,2.7,14,2363582,24,17.03,56503,46133,747,0.1835,1,4424,936,0,0,3405,1499,71574,177,0,Kenya_SME
Transport,6.5,4,235411,12,18.38,26173,6490,255,0.752,5,1444,578,0,0,4670,1135,229359,462,0,Kenya_SME
Hospitality,13.6,5,398743,24,21.06,59537,50777,56,0.1471,3,3216,2296,1,638,3628,854,17388,25,0,Kenya_SME
Agribusiness,1,1,748114,24,16.25,50472,17914,249,0.6451,2,2524,2062,0,0,1966,999,139741,505,0,Kenya_SME
